"","date","type","name","active_cases","cumulative_active_cases","cumulative_faculty_staff_cases","cumulative_student_cases","cumulative_total","all_faculty_staff_total","all_student_total","cumulative_group_total","district","district_lea","district_description","x2_or_more_races_total","asian_total","black_total","hispanic_total","native_american_native_alaskan_total","native_hawaiian_pacific_islander_total","white_total","student_total","Pct_Hispanic","Pct_White","Pct_Black","Student_Covid_Per1000","Active_Covid_Per1000"
"1139",2021-08-19,"PUBLIC SCHOOL DISTRICT","NORTH LITTLE ROCK SCHOOL DIST",29,NA,8,29,45,NA,NA,NA,"north_little_rock_school_dist",6002000,"NORTH LITTLE ROCK SCHOOL DISTRICT",173,81,4524,767,53,4,2008,7610,0.1,0.26,0.59,3.81,3.81
"1140",2021-08-19,"PUBLIC SCHOOL DISTRICT","FAYETTEVILLE SCHOOL DIST",28,NA,8,42,51,NA,NA,NA,"fayetteville_school_dist",7203000,"FAYETTEVILLE SCHOOL DISTRICT",787,299,981,1245,37,152,6650,10151,0.12,0.66,0.1,4.14,2.76
"1141",2021-08-19,"PUBLIC SCHOOL DISTRICT","JONESBORO SCHOOL DIST",28,NA,NA,NA,32,NA,NA,NA,"jonesboro_school_dist",1608000,"JONESBORO SCHOOL DISTRICT",308,38,2960,903,9,0,2123,6341,0.14,0.33,0.47,NA,4.42
"1142",2021-08-19,"PUBLIC SCHOOL DISTRICT","CONWAY SCHOOL DIST",26,NA,8,38,50,NA,NA,NA,"conway_school_dist",2301000,"CONWAY SCHOOL DISTRICT",460,165,2887,1094,18,5,5220,9849,0.11,0.53,0.29,3.86,2.64
"1143",2021-08-19,"PUBLIC SCHOOL DISTRICT","PULASKI COUNTY SPECIAL SCHOOL DIST",26,NA,8,38,55,NA,NA,NA,"pulaski_county_special_school_dist",6003000,"PULASKI COUNTY SPECIAL SCHOOL DISTRICT",433,290,5075,1098,48,5,4475,11424,0.1,0.39,0.44,3.33,2.28
"1144",2021-08-19,"PUBLIC SCHOOL DISTRICT","VILONIA SCHOOL DIST",24,NA,6,22,35,NA,NA,NA,"vilonia_school_dist",2307000,"VILONIA SCHOOL DISTRICT",2,6,55,135,16,4,2745,2963,0.05,0.93,0.02,7.42,8.1
"1145",2021-08-19,"PUBLIC SCHOOL DISTRICT","MOUNTAIN HOME SCHOOL DIST",23,NA,12,29,43,NA,NA,NA,"mountain_home_school_dist",303000,"MOUNTAIN HOME SCHOOL DISTRICT",132,26,12,172,18,9,3512,3881,0.04,0.9,0,7.47,5.93
"1146",2021-08-19,"PUBLIC SCHOOL DISTRICT","BRYANT SCHOOL DIST",21,NA,8,29,49,NA,NA,NA,"bryant_school_dist",6303000,"BRYANT SCHOOL DISTRICT",208,179,1677,1417,12,7,5714,9214,0.15,0.62,0.18,3.15,2.28
"1147",2021-08-19,"PUBLIC SCHOOL DISTRICT","GREENE COUNTY TECH SCHOOL DIST",21,NA,8,19,30,NA,NA,NA,"greene_county_tech_school_dist",2807000,"GREENE COUNTY TECH SCHOOL DISTRICT",13,22,83,114,9,24,3260,3525,0.03,0.92,0.02,5.39,5.96
"1148",2021-08-19,"PUBLIC SCHOOL DISTRICT","NETTLETON SCHOOL DIST",21,NA,NA,NA,31,NA,NA,NA,"nettleton_school_dist",1611000,"NETTLETON SCHOOL DISTRICT",169,47,1697,338,7,5,1148,3411,0.1,0.34,0.5,NA,6.16
"1149",2021-08-19,"PUBLIC SCHOOL DISTRICT","WEST MEMPHIS SCHOOL DIST",20,NA,NA,NA,30,NA,NA,NA,"west_memphis_school_dist",1803000,"WEST MEMPHIS SCHOOL DISTRICT",63,13,3843,91,1,0,1049,5060,0.02,0.21,0.76,NA,3.95
"1150",2021-08-19,"PUBLIC SCHOOL DISTRICT","PARAGOULD SCHOOL DIST",19,NA,NA,NA,31,NA,NA,NA,"paragould_school_dist",2808000,"PARAGOULD SCHOOL DISTRICT",108,15,235,200,8,68,2437,3071,0.07,0.79,0.08,NA,6.19
"1151",2021-08-19,"PUBLIC SCHOOL DISTRICT","SHERIDAN SCHOOL DIST",19,NA,9,23,36,NA,NA,NA,"sheridan_school_dist",2705000,"SHERIDAN SCHOOL DISTRICT",101,56,100,244,14,0,3588,4103,0.06,0.87,0.02,5.61,4.63
"1152",2021-08-19,"PUBLIC SCHOOL DISTRICT","LAKE HAMILTON SCHOOL DIST",18,NA,6,37,45,NA,NA,NA,"lake_hamilton_school_dist",2605000,"LAKE HAMILTON SCHOOL DISTRICT",271,22,158,533,19,3,3245,4251,0.13,0.76,0.04,8.7,4.23
"1153",2021-08-19,"PUBLIC SCHOOL DISTRICT","LISA ACADEMY",18,NA,NA,NA,26,NA,NA,NA,"lisa_academy",6041700,"LISA ACADEMY",122,223,1374,900,18,16,689,3342,0.27,0.21,0.41,NA,5.39
"1154",2021-08-19,"PUBLIC SCHOOL DISTRICT","MAGNOLIA SCHOOL DIST",17,NA,NA,NA,30,NA,NA,NA,"magnolia_school_dist",1402000,"MAGNOLIA SCHOOL DISTRICT",115,23,1374,122,5,0,947,2586,0.05,0.37,0.53,NA,6.57
"1155",2021-08-19,"PUBLIC SCHOOL DISTRICT","HARRISBURG SCHOOL DIST",15,NA,6,9,19,NA,NA,NA,"harrisburg_school_dist",5602000,"HARRISBURG SCHOOL DISTRICT",12,1,37,48,4,0,997,1099,0.04,0.91,0.03,8.19,13.65
"1156",2021-08-19,"PUBLIC SCHOOL DISTRICT","HIGHLAND SCHOOL DIST",15,NA,NA,NA,25,NA,NA,NA,"highland_school_dist",6804000,"HIGHLAND SCHOOL DISTRICT",9,3,21,34,3,3,1524,1597,0.02,0.95,0.01,NA,9.39
"1157",2021-08-19,"PUBLIC SCHOOL DISTRICT","BENTON SCHOOL DIST",14,NA,NA,NA,31,NA,NA,NA,"benton_school_dist",6302000,"BENTON SCHOOL DISTRICT",225,51,497,512,14,8,4115,5422,0.09,0.76,0.09,NA,2.58
"1158",2021-08-19,"PUBLIC SCHOOL DISTRICT","CAMDEN FAIRVIEW SCHOOL DIST",14,NA,5,8,20,NA,NA,NA,"camden_fairview_school_dist",5204000,"CAMDEN FAIRVIEW SCHOOL DISTRICT",93,14,1404,61,4,1,652,2229,0.03,0.29,0.63,3.59,6.28
"1159",2021-08-19,"PUBLIC SCHOOL DISTRICT","GENTRY SCHOOL DIST",14,NA,NA,NA,17,NA,NA,NA,"gentry_school_dist",403000,"GENTRY SCHOOL DISTRICT",133,121,7,229,49,5,900,1444,0.16,0.62,0,NA,9.7
"1160",2021-08-19,"PUBLIC SCHOOL DISTRICT","BERRYVILLE SCHOOL DIST",13,NA,NA,NA,15,NA,NA,NA,"berryville_school_dist",801000,"BERRYVILLE SCHOOL DISTRICT",26,33,5,498,7,87,1176,1832,0.27,0.64,0,NA,7.1
"1161",2021-08-19,"PUBLIC SCHOOL DISTRICT","FARMINGTON SCHOOL DIST",13,NA,NA,NA,20,NA,NA,NA,"farmington_school_dist",7202000,"FARMINGTON SCHOOL DISTRICT",158,13,78,234,17,3,2069,2572,0.09,0.8,0.03,NA,5.05
"1162",2021-08-19,"PUBLIC SCHOOL DISTRICT","PRAIRIE GROVE SCHOOL DIST",13,NA,NA,NA,22,NA,NA,NA,"prairie_grove_school_dist",7206000,"PRAIRIE GROVE SCHOOL DISTRICT",47,23,43,139,61,5,1727,2045,0.07,0.84,0.02,NA,6.36
"1163",2021-08-19,"PUBLIC SCHOOL DISTRICT","WYNNE SCHOOL DIST",13,NA,NA,NA,18,NA,NA,NA,"wynne_school_dist",1905000,"WYNNE SCHOOL DISTRICT",35,29,784,74,4,0,1642,2568,0.03,0.64,0.31,NA,5.06
"1164",2021-08-19,"PUBLIC SCHOOL DISTRICT","ACADEMICS PLUS PUBLIC CHARTER SCHOOLS",12,NA,0,18,28,NA,NA,NA,"academics_plus_public_charter_schools",6040700,"ACADEMICS PLUS PUBLIC CHARTER SCHOOLS",52,72,298,85,8,3,1127,1645,0.05,0.69,0.18,10.94,7.29
"1165",2021-08-19,"PUBLIC SCHOOL DISTRICT","BATESVILLE SCHOOL DIST",12,NA,NA,NA,22,NA,NA,NA,"batesville_school_dist",3201000,"BATESVILLE SCHOOL DISTRICT",67,42,182,784,10,7,1967,3059,0.26,0.64,0.06,NA,3.92
"1166",2021-08-19,"PUBLIC SCHOOL DISTRICT","BROOKLAND SCHOOL DIST",12,NA,NA,NA,22,NA,NA,NA,"brookland_school_dist",1603000,"BROOKLAND SCHOOL DISTRICT",48,14,80,124,3,0,2488,2757,0.04,0.9,0.03,NA,4.35
"1167",2021-08-19,"PUBLIC SCHOOL DISTRICT","FLIPPIN SCHOOL DIST",12,NA,NA,NA,13,NA,NA,NA,"flippin_school_dist",4501000,"FLIPPIN SCHOOL DISTRICT",21,3,1,22,2,1,795,845,0.03,0.94,0,NA,14.2
"1168",2021-08-19,"PUBLIC SCHOOL DISTRICT","HAMBURG SCHOOL DIST",12,NA,NA,NA,13,NA,NA,NA,"hamburg_school_dist",203000,"HAMBURG SCHOOL DISTRICT",29,1,317,305,1,0,963,1616,0.19,0.6,0.2,NA,7.43
"1169",2021-08-19,"PUBLIC SCHOOL DISTRICT","MENA SCHOOL DIST",12,NA,NA,NA,15,NA,NA,NA,"mena_school_dist",5703000,"MENA SCHOOL DISTRICT",28,20,12,97,32,3,1525,1717,0.06,0.89,0.01,NA,6.99
"1170",2021-08-19,"PUBLIC SCHOOL DISTRICT","POCAHONTAS SCHOOL DIST",12,NA,NA,NA,13,NA,NA,NA,"pocahontas_school_dist",6103000,"POCAHONTAS SCHOOL DISTRICT",72,18,15,67,5,201,1559,1937,0.03,0.8,0.01,NA,6.2
"1171",2021-08-19,"PUBLIC SCHOOL DISTRICT","STUTTGART SCHOOL DIST",12,NA,NA,NA,17,NA,NA,NA,"stuttgart_school_dist",104000,"STUTTGART SCHOOL DISTRICT",72,16,700,129,4,0,644,1565,0.08,0.41,0.45,NA,7.67
"1172",2021-08-19,"PUBLIC SCHOOL DISTRICT","WATSON CHAPEL SCHOOL DIST",12,NA,NA,NA,13,NA,NA,NA,"watson_chapel_school_dist",3509000,"WATSON CHAPEL SCHOOL DISTRICT",19,27,1823,37,1,0,241,2148,0.02,0.11,0.85,NA,5.59
"1173",2021-08-19,"PUBLIC SCHOOL DISTRICT","WHITE HALL SCHOOL DIST",12,NA,7,10,22,NA,NA,NA,"white_hall_school_dist",3510000,"WHITE HALL SCHOOL DISTRICT",78,98,686,84,5,12,1943,2906,0.03,0.67,0.24,3.44,4.13
"1174",2021-08-19,"PUBLIC SCHOOL DISTRICT","CLARKSVILLE SCHOOL DIST",11,NA,NA,NA,16,NA,NA,NA,"clarksville_school_dist",3601000,"CLARKSVILLE SCHOOL DISTRICT",100,202,27,875,6,14,1212,2436,0.36,0.5,0.01,NA,4.52
"1175",2021-08-19,"PUBLIC SCHOOL DISTRICT","GURDON SCHOOL DIST",11,NA,0,10,17,NA,NA,NA,"gurdon_school_dist",1003000,"GURDON SCHOOL DISTRICT",20,0,164,136,2,0,367,689,0.2,0.53,0.24,14.51,15.97
"1176",2021-08-19,"PUBLIC SCHOOL DISTRICT","MARMADUKE SCHOOL DIST",11,NA,NA,NA,13,NA,NA,NA,"marmaduke_school_dist",2803000,"MARMADUKE SCHOOL DISTRICT",10,0,1,17,2,0,618,648,0.03,0.95,0,NA,16.98
"1177",2021-08-19,"PUBLIC SCHOOL DISTRICT","ASHDOWN SCHOOL DIST",10,NA,NA,NA,20,NA,NA,NA,"ashdown_school_dist",4101000,"ASHDOWN SCHOOL DISTRICT",87,2,334,61,7,0,857,1348,0.05,0.64,0.25,NA,7.42
"1178",2021-08-19,"PUBLIC SCHOOL DISTRICT","COSSATOT RIVER SCHOOL DIST",10,NA,5,5,12,NA,NA,NA,"cossatot_river_school_dist",5707000,"COSSATOT RIVER SCHOOL DISTRICT",41,0,3,253,27,3,579,906,0.28,0.64,0,5.52,11.04
"1179",2021-08-19,"PUBLIC SCHOOL DISTRICT","CROSSETT SCHOOL DIST",10,NA,NA,NA,12,NA,NA,NA,"crossett_school_dist",201000,"CROSSETT SCHOOL DISTRICT",33,8,520,45,1,0,962,1569,0.03,0.61,0.33,NA,6.37
"1180",2021-08-19,"PUBLIC SCHOOL DISTRICT","HOPE SCHOOL DIST",10,NA,NA,NA,11,NA,NA,NA,"hope_school_dist",2903000,"HOPE SCHOOL DISTRICT",59,9,1001,760,4,1,452,2286,0.33,0.2,0.44,NA,4.37
"1181",2021-08-19,"PUBLIC SCHOOL DISTRICT","STAR CITY SCHOOL DIST",10,NA,NA,NA,15,NA,NA,NA,"star_city_school_dist",4003000,"STAR CITY SCHOOL DISTRICT",48,5,255,122,2,0,944,1376,0.09,0.69,0.19,NA,7.27
"1182",2021-08-19,"PUBLIC SCHOOL DISTRICT","ALMA SCHOOL DIST",9,NA,0,6,10,NA,NA,NA,"alma_school_dist",1701000,"ALMA SCHOOL DISTRICT",205,18,47,143,65,2,2770,3250,0.04,0.85,0.01,1.85,2.77
"1183",2021-08-19,"PUBLIC SCHOOL DISTRICT","HUNTSVILLE SCHOOL DIST",9,NA,0,6,13,NA,NA,NA,"huntsville_school_dist",4401000,"HUNTSVILLE SCHOOL DISTRICT",62,14,6,232,15,83,1770,2182,0.11,0.81,0,2.75,4.12
"1184",2021-08-19,"PUBLIC SCHOOL DISTRICT","JACKSONVILLE NORTH PULASKI SCHOOL DIST",8,NA,NA,NA,19,NA,NA,NA,"jacksonville_north_pulaski_school_dist",6004000,"JACKSONVILLE NORTH PULASKI SCHOOL DISTRICT",155,32,2004,289,18,5,1278,3781,0.08,0.34,0.53,NA,2.12
"1185",2021-08-19,"PUBLIC SCHOOL DISTRICT","LAMAR SCHOOL DIST",8,NA,6,10,18,NA,NA,NA,"lamar_school_dist",3604000,"LAMAR SCHOOL DISTRICT",34,5,22,91,6,0,1146,1304,0.07,0.88,0.02,7.67,6.13
"1186",2021-08-19,"PUBLIC SCHOOL DISTRICT","LONOKE SCHOOL DIST",8,NA,NA,NA,16,NA,NA,NA,"lonoke_school_dist",4301000,"LONOKE SCHOOL DISTRICT",56,6,349,138,4,0,1034,1587,0.09,0.65,0.22,NA,5.04
"1187",2021-08-19,"PUBLIC SCHOOL DISTRICT","MALVERN SCHOOL DIST",8,NA,NA,NA,26,NA,NA,NA,"malvern_school_dist",3004000,"MALVERN SCHOOL DISTRICT",177,8,553,199,6,1,961,1905,0.1,0.5,0.29,NA,4.2
"1188",2021-08-19,"PUBLIC SCHOOL DISTRICT","PEA RIDGE SCHOOL DIST",8,NA,6,9,16,NA,NA,NA,"pea_ridge_school_dist",407000,"PEA RIDGE SCHOOL DISTRICT",30,16,25,183,35,4,1923,2216,0.08,0.87,0.01,4.06,3.61
"1189",2021-08-19,"PUBLIC SCHOOL DISTRICT","PINE BLUFF SCHOOL DIST",8,NA,NA,NA,13,NA,NA,NA,"pine_bluff_school_dist",3505000,"PINE BLUFF SCHOOL DISTRICT",23,13,2680,39,5,1,38,2799,0.01,0.01,0.96,NA,2.86
"1190",2021-08-19,"PUBLIC SCHOOL DISTRICT","SEARCY COUNTY SCHOOL DIST",8,NA,NA,NA,12,NA,NA,NA,"searcy_county_school_dist",6502000,"SEARCY COUNTY SCHOOL DISTRICT",17,1,1,19,1,0,689,728,0.03,0.95,0,NA,10.99
"1191",2021-08-19,"PUBLIC SCHOOL DISTRICT","VALLEY VIEW SCHOOL DIST",8,NA,NA,NA,18,NA,NA,NA,"valley_view_school_dist",1612000,"VALLEY VIEW SCHOOL DISTRICT",71,108,105,129,6,2,2452,2873,0.04,0.85,0.04,NA,2.78
"1192",2021-08-19,"PUBLIC SCHOOL DISTRICT","GOSNELL SCHOOL DIST",7,NA,NA,NA,9,NA,NA,NA,"gosnell_school_dist",4708000,"GOSNELL SCHOOL DISTRICT",62,5,243,94,0,2,802,1208,0.08,0.66,0.2,NA,5.79
"1193",2021-08-19,"PUBLIC SCHOOL DISTRICT","GREENWOOD SCHOOL DIST",7,NA,NA,NA,16,NA,NA,NA,"greenwood_school_dist",6602000,"GREENWOOD SCHOOL DISTRICT",213,59,32,190,82,7,3143,3726,0.05,0.84,0.01,NA,1.88
"1194",2021-08-19,"PUBLIC SCHOOL DISTRICT","HEBER SPRINGS SCHOOL DIST",7,NA,NA,NA,9,NA,NA,NA,"heber_springs_school_dist",1202000,"HEBER SPRINGS SCHOOL DISTRICT",34,9,8,74,5,1,1406,1537,0.05,0.91,0.01,NA,4.55
"1195",2021-08-19,"PUBLIC SCHOOL DISTRICT","HOXIE SCHOOL DIST",7,NA,0,7,7,NA,NA,NA,"hoxie_school_dist",3804000,"HOXIE SCHOOL DISTRICT",25,1,13,22,2,0,757,820,0.03,0.92,0.02,8.54,8.54
"1196",2021-08-19,"PUBLIC SCHOOL DISTRICT","LINCOLN SCHOOL DIST",7,NA,NA,NA,7,NA,NA,NA,"lincoln_school_dist",7205000,"LINCOLN SCHOOL DISTRICT",42,31,6,97,36,2,793,1007,0.1,0.79,0.01,NA,6.95
"1197",2021-08-19,"PUBLIC SCHOOL DISTRICT","MOUNT IDA SCHOOL DIST",7,NA,NA,NA,9,NA,NA,NA,"mount_ida_school_dist",4902000,"MOUNT IDA SCHOOL DISTRICT",18,0,1,16,4,0,408,447,0.04,0.91,0,NA,15.66
"1198",2021-08-19,"PUBLIC SCHOOL DISTRICT","NASHVILLE SCHOOL DIST",7,NA,0,12,12,NA,NA,NA,"nashville_school_dist",3105000,"NASHVILLE SCHOOL DISTRICT",21,7,423,437,4,3,983,1878,0.23,0.52,0.23,6.39,3.73
"1199",2021-08-19,"PUBLIC SCHOOL DISTRICT","ROSE BUD SCHOOL DIST",7,NA,0,8,10,NA,NA,NA,"rose_bud_school_dist",7310000,"ROSE BUD SCHOOL DISTRICT",0,1,2,38,5,0,700,746,0.05,0.94,0,10.72,9.38
"1200",2021-08-19,"PUBLIC SCHOOL DISTRICT","TRUMANN SCHOOL DIST",7,NA,NA,NA,12,NA,NA,NA,"trumann_school_dist",5605000,"TRUMANN SCHOOL DISTRICT",69,7,180,101,1,0,1110,1468,0.07,0.76,0.12,NA,4.77
"1201",2021-08-19,"PUBLIC SCHOOL DISTRICT","VALLEY SPRINGS SCHOOL DIST",7,NA,NA,NA,9,NA,NA,NA,"valley_springs_school_dist",505000,"VALLEY SPRINGS SCHOOL DISTRICT",7,5,4,13,2,0,800,831,0.02,0.96,0,NA,8.42
"1202",2021-08-19,"PUBLIC SCHOOL DISTRICT","VAN BUREN SCHOOL DIST",7,NA,5,11,16,NA,NA,NA,"van_buren_school_dist",1705000,"VAN BUREN SCHOOL DISTRICT",380,132,155,1021,76,8,3634,5406,0.19,0.67,0.03,2.03,1.29
"1203",2021-08-19,"PUBLIC SCHOOL DISTRICT","ATKINS SCHOOL DIST",6,NA,NA,NA,7,NA,NA,NA,"atkins_school_dist",5801000,"ATKINS SCHOOL DISTRICT",20,0,19,25,0,1,866,931,0.03,0.93,0.02,NA,6.44
"1204",2021-08-19,"PUBLIC SCHOOL DISTRICT","BAUXITE SCHOOL DIST",6,NA,NA,NA,9,NA,NA,NA,"bauxite_school_dist",6301000,"BAUXITE SCHOOL DISTRICT",25,5,42,66,7,0,1449,1594,0.04,0.91,0.03,NA,3.76
"1205",2021-08-19,"PUBLIC SCHOOL DISTRICT","BEEBE SCHOOL DIST",6,NA,NA,NA,12,NA,NA,NA,"beebe_school_dist",7302000,"BEEBE SCHOOL DISTRICT",121,10,126,169,13,1,2740,3180,0.05,0.86,0.04,NA,1.89
"1206",2021-08-19,"PUBLIC SCHOOL DISTRICT","DANVILLE SCHOOL DIST",6,NA,NA,NA,9,NA,NA,NA,"danville_school_dist",7503000,"DANVILLE SCHOOL DISTRICT",13,14,7,395,0,0,342,771,0.51,0.44,0.01,NA,7.78
"1207",2021-08-19,"PUBLIC SCHOOL DISTRICT","DARDANELLE SCHOOL DIST",6,NA,NA,NA,13,NA,NA,NA,"dardanelle_school_dist",7504000,"DARDANELLE SCHOOL DISTRICT",45,14,45,694,5,0,1272,2075,0.33,0.61,0.02,NA,2.89
"1208",2021-08-19,"PUBLIC SCHOOL DISTRICT","DUMAS SCHOOL DIST",6,NA,NA,NA,8,NA,NA,NA,"dumas_school_dist",2104000,"DUMAS SCHOOL DISTRICT",12,3,742,128,2,0,197,1084,0.12,0.18,0.68,NA,5.54
"1209",2021-08-19,"PUBLIC SCHOOL DISTRICT","ENGLAND SCHOOL DIST",6,NA,NA,NA,6,NA,NA,NA,"england_school_dist",4302000,"ENGLAND SCHOOL DISTRICT",21,1,208,59,2,0,330,621,0.1,0.53,0.33,NA,9.66
"1210",2021-08-19,"PUBLIC SCHOOL DISTRICT","FOUKE SCHOOL DIST",6,NA,NA,NA,6,NA,NA,NA,"fouke_school_dist",4603000,"FOUKE SCHOOL DISTRICT",22,1,6,15,11,0,1002,1057,0.01,0.95,0.01,NA,5.68
"1211",2021-08-19,"PUBLIC SCHOOL DISTRICT","GLEN ROSE SCHOOL DIST",6,NA,0,11,11,NA,NA,NA,"glen_rose_school_dist",3002000,"GLEN ROSE SCHOOL DISTRICT",29,1,9,36,9,0,914,998,0.04,0.92,0.01,11.02,6.01
"1212",2021-08-19,"PUBLIC SCHOOL DISTRICT","GREENLAND SCHOOL DIST",6,NA,0,7,7,NA,NA,NA,"greenland_school_dist",7204000,"GREENLAND SCHOOL DISTRICT",50,2,10,54,6,2,619,743,0.07,0.83,0.01,9.42,8.08
"1213",2021-08-19,"PUBLIC SCHOOL DISTRICT","LAWRENCE COUNTY SCHOOL DIST",6,NA,6,10,17,NA,NA,NA,"lawrence_county_school_dist",3810000,"LAWRENCE COUNTY SCHOOL DISTRICT",38,8,3,35,7,1,827,919,0.04,0.9,0,10.88,6.53
"1214",2021-08-19,"PUBLIC SCHOOL DISTRICT","MARKED TREE SCHOOL DIST",6,NA,NA,NA,8,NA,NA,NA,"marked_tree_school_dist",5604000,"MARKED TREE SCHOOL DISTRICT",7,0,154,12,0,0,292,465,0.03,0.63,0.33,NA,12.9
"1215",2021-08-19,"PUBLIC SCHOOL DISTRICT","MONTICELLO SCHOOL DIST",6,NA,5,7,13,NA,NA,NA,"monticello_school_dist",2203000,"MONTICELLO SCHOOL DISTRICT",7,19,665,72,6,0,902,1671,0.04,0.54,0.4,4.19,3.59
"1216",2021-08-19,"PUBLIC SCHOOL DISTRICT","SOUTH CONWAY COUNTY SCHOOL DIST",6,NA,NA,NA,16,NA,NA,NA,"south_conway_county_school_dist",1507000,"SOUTH CONWAY COUNTY SCHOOL DISTRICT",157,9,380,173,8,6,1631,2364,0.07,0.69,0.16,NA,2.54
"1217",2021-08-19,"PUBLIC SCHOOL DISTRICT","CAVE CITY SCHOOL DIST",5,NA,NA,NA,8,NA,NA,NA,"cave_city_school_dist",6802000,"CAVE CITY SCHOOL DISTRICT",18,2,20,50,1,0,1081,1172,0.04,0.92,0.02,NA,4.27
"1218",2021-08-19,"PUBLIC SCHOOL DISTRICT","CLINTON SCHOOL DIST",5,NA,NA,NA,11,NA,NA,NA,"clinton_school_dist",7102000,"CLINTON SCHOOL DISTRICT",15,5,5,89,2,0,1122,1238,0.07,0.91,0,NA,4.04
"1219",2021-08-19,"PUBLIC SCHOOL DISTRICT","CROSS COUNTY SCHOOL DIST",5,NA,0,6,7,NA,NA,NA,"cross_county_school_dist",1901000,"CROSS COUNTY SCHOOL DISTRICT",5,0,33,16,1,0,552,607,0.03,0.91,0.05,9.88,8.24
"1220",2021-08-19,"PUBLIC SCHOOL DISTRICT","EXALT ACADEMY OF SOUTHWEST LITTLE ROCK",5,NA,NA,NA,5,NA,NA,NA,"exalt_academy_of_southwest_little_rock",6055700,"EXALT ACADEMY OF SOUTHWEST LITTLE ROCK",10,0,129,370,0,0,9,518,0.71,0.02,0.25,NA,9.65
"1221",2021-08-19,"PUBLIC SCHOOL DISTRICT","GRAVETTE SCHOOL DIST",5,NA,NA,NA,6,NA,NA,NA,"gravette_school_dist",404000,"GRAVETTE SCHOOL DISTRICT",75,25,7,138,44,9,1562,1860,0.07,0.84,0,NA,2.69
"1222",2021-08-19,"PUBLIC SCHOOL DISTRICT","GREENBRIER SCHOOL DIST",5,NA,6,15,21,NA,NA,NA,"greenbrier_school_dist",2303000,"GREENBRIER SCHOOL DISTRICT",72,17,67,131,14,3,3264,3568,0.04,0.91,0.02,4.2,1.4
"1223",2021-08-19,"PUBLIC SCHOOL DISTRICT","HARMONY GROVE SCH DIST(SALINE)",5,NA,NA,NA,8,NA,NA,NA,"harmony_grove_sch_dist(saline)",6304000,"HARMONY GROVE SCH DIST(SALINE)",37,5,18,54,3,1,1103,1221,0.04,0.9,0.01,NA,4.1
"1224",2021-08-19,"PUBLIC SCHOOL DISTRICT","HARRISON SCHOOL DIST",5,NA,NA,NA,11,NA,NA,NA,"harrison_school_dist",503000,"HARRISON SCHOOL DISTRICT",73,14,11,114,10,2,2482,2706,0.04,0.92,0,NA,1.85
"1225",2021-08-19,"PUBLIC SCHOOL DISTRICT","JACKSON CO. SCHOOL DIST",5,NA,0,5,7,NA,NA,NA,"jackson_co._school_dist",3405000,"JACKSON CO. SCHOOL DISTRICT",20,0,50,11,5,0,759,845,0.01,0.9,0.06,5.92,5.92
"1226",2021-08-19,"PUBLIC SCHOOL DISTRICT","JESSIEVILLE SCHOOL DIST",5,NA,NA,NA,11,NA,NA,NA,"jessieville_school_dist",2604000,"JESSIEVILLE SCHOOL DISTRICT",40,7,19,40,5,1,695,807,0.05,0.86,0.02,NA,6.2
"1227",2021-08-19,"PUBLIC SCHOOL DISTRICT","LAKESIDE SCHOOL DIST(CHICOT)",5,NA,0,5,7,NA,NA,NA,"lakeside_school_dist(chicot)",903000,"LAKESIDE SCHOOL DIST(CHICOT)",10,0,684,124,0,0,80,898,0.14,0.09,0.76,5.57,5.57
"1228",2021-08-19,"PUBLIC SCHOOL DISTRICT","MCCRORY SCHOOL DIST",5,NA,NA,NA,9,NA,NA,NA,"mccrory_school_dist",7403000,"MCCRORY SCHOOL DISTRICT",1,5,63,9,1,0,472,551,0.02,0.86,0.11,NA,9.07
"1229",2021-08-19,"PUBLIC SCHOOL DISTRICT","MT. VERNON/ENOLA SCHOOL DIST",5,NA,NA,NA,8,NA,NA,NA,"mt._vernon/enola_school_dist",2306000,"MT. VERNON/ENOLA SCHOOL DISTRICT",0,2,8,3,5,0,481,499,0.01,0.96,0.02,NA,10.02
"1230",2021-08-19,"PUBLIC SCHOOL DISTRICT","OZARK SCHOOL DIST",5,NA,NA,NA,9,NA,NA,NA,"ozark_school_dist",2404000,"OZARK SCHOOL DISTRICT",49,11,2,58,20,6,1591,1737,0.03,0.92,0,NA,2.88
"1231",2021-08-19,"PUBLIC SCHOOL DISTRICT","PANGBURN SCHOOL DIST",5,NA,NA,NA,9,NA,NA,NA,"pangburn_school_dist",7309000,"PANGBURN SCHOOL DISTRICT",8,0,11,23,0,1,719,762,0.03,0.94,0.01,NA,6.56
"1232",2021-08-19,"PUBLIC SCHOOL DISTRICT","RIVERVIEW SCHOOL DIST",5,NA,NA,NA,9,NA,NA,NA,"riverview_school_dist",7307000,"RIVERVIEW SCHOOL DISTRICT",75,2,109,176,0,1,795,1158,0.15,0.69,0.09,NA,4.32
"1233",2021-08-19,"PUBLIC SCHOOL DISTRICT","SILOAM SPRINGS SCHOOL DIST",5,NA,0,11,11,NA,NA,NA,"siloam_springs_school_dist",406000,"SILOAM SPRINGS SCHOOL DISTRICT",221,131,48,1343,228,15,2188,4174,0.32,0.52,0.01,2.64,1.2
"1234",2021-08-19,"PUBLIC SCHOOL DISTRICT","SPRING HILL SCHOOL DIST",5,NA,NA,NA,6,NA,NA,NA,"spring_hill_school_dist",2906000,"SPRING HILL SCHOOL DISTRICT",31,2,5,31,3,1,495,568,0.05,0.87,0.01,NA,8.8
