"","Type","Name","Active_Cases","Cumulative_Faculty_Staff_Cases","Cumulative_Student_Cases","Cumulative_Total","Date"
"2711","PUBLIC SCHOOL DISTRICT","HOT SPRINGS SCHOOL DIST",19,5,27,32,2021-08-30
"2712","PUBLIC SCHOOL DISTRICT","MAGAZINE SCHOOL DIST",19,5,16,22,2021-08-30
"2713","PUBLIC SCHOOL DISTRICT","POTTSVILLE SCHOOL DIST",19,NA,NA,31,2021-08-30
"2714","PUBLIC SCHOOL DISTRICT","SOUTH PIKE COUNTY SCHOOL DIST",19,NA,NA,22,2021-08-30
"2715","PUBLIC SCHOOL DISTRICT","BALD KNOB SCHOOL DIST",18,0,21,24,2021-08-30
"2716","PUBLIC SCHOOL DISTRICT","BEEBE SCHOOL DIST",18,NA,NA,35,2021-08-30
"2717","PUBLIC SCHOOL DISTRICT","ESTEM PUBLIC CHARTER SCHOOL DIST",18,9,45,56,2021-08-30
"2718","PUBLIC SCHOOL DISTRICT","GUY",18,0,17,18,2021-08-30
"2719","PUBLIC SCHOOL DISTRICT","LISA ACADEMY",18,7,29,46,2021-08-30
"2720","PUBLIC SCHOOL DISTRICT","NEWPORT SCHOOL DIST",18,NA,NA,26,2021-08-30
"2721","PUBLIC SCHOOL DISTRICT","WHITE HALL SCHOOL DIST",18,8,23,40,2021-08-30
"2722","PUBLIC SCHOOL DISTRICT","HARRISON SCHOOL DIST",17,7,19,33,2021-08-30
"2723","PUBLIC SCHOOL DISTRICT","MINERAL SPRINGS SCHOOL DIST",17,NA,NA,19,2021-08-30
"2724","PUBLIC SCHOOL DISTRICT","SOUTH CONWAY COUNTY SCHOOL DIST",17,NA,NA,39,2021-08-30
"2725","PUBLIC SCHOOL DISTRICT","TRUMANN SCHOOL DIST",17,NA,NA,30,2021-08-30
"2726","PUBLIC SCHOOL DISTRICT","VILONIA SCHOOL DIST",17,8,33,55,2021-08-30
"2727","PUBLIC SCHOOL DISTRICT","WATSON CHAPEL SCHOOL DIST",17,NA,NA,33,2021-08-30
"2728","PUBLIC SCHOOL DISTRICT","BARTON",16,NA,NA,25,2021-08-30
"2729","PUBLIC SCHOOL DISTRICT","CROSSETT SCHOOL DIST",16,NA,NA,32,2021-08-30
"2730","PUBLIC SCHOOL DISTRICT","GENTRY SCHOOL DIST",16,NA,NA,33,2021-08-30
"2731","PUBLIC SCHOOL DISTRICT","MANSFIELD SCHOOL DIST",16,5,14,22,2021-08-30
"2732","PUBLIC SCHOOL DISTRICT","NEVADA SCHOOL DIST",16,0,17,17,2021-08-30
"2733","PUBLIC SCHOOL DISTRICT","RIVERCREST SCHOOL DIST",16,NA,NA,21,2021-08-30
"2734","PUBLIC SCHOOL DISTRICT","ATKINS SCHOOL DIST",15,6,17,26,2021-08-30
"2735","PUBLIC SCHOOL DISTRICT","BERRYVILLE SCHOOL DIST",15,10,28,44,2021-08-30
"2736","PUBLIC SCHOOL DISTRICT","DARDANELLE SCHOOL DIST",15,5,22,30,2021-08-30
"2737","PUBLIC SCHOOL DISTRICT","EL DORADO SCHOOL DIST",15,NA,NA,19,2021-08-30
"2738","PUBLIC SCHOOL DISTRICT","HAZEN SCHOOL DIST",15,NA,NA,17,2021-08-30
"2739","PUBLIC SCHOOL DISTRICT","MONTICELLO SCHOOL DIST",15,5,21,28,2021-08-30
"2740","PUBLIC SCHOOL DISTRICT","PIGGOTT SCHOOL DIST",15,NA,NA,18,2021-08-30
"2741","PUBLIC SCHOOL DISTRICT","JACKSONVILLE LIGHTHOUSE CHARTER",14,NA,NA,21,2021-08-30
"2742","PUBLIC SCHOOL DISTRICT","WALDRON SCHOOL DIST",14,NA,NA,24,2021-08-30
"2743","PUBLIC SCHOOL DISTRICT","BLYTHEVILLE SCHOOL DIST",13,NA,NA,24,2021-08-30
"2744","PUBLIC SCHOOL DISTRICT","COSSATOT RIVER SCHOOL DIST",13,7,16,27,2021-08-30
"2745","PUBLIC SCHOOL DISTRICT","HARMONY GROVE SCH DIST(SALINE)",13,NA,NA,21,2021-08-30
"2746","PUBLIC SCHOOL DISTRICT","JACKSON CO. SCHOOL DIST",13,NA,NA,23,2021-08-30
"2747","PUBLIC SCHOOL DISTRICT","LAWRENCE COUNTY SCHOOL DIST",13,11,18,32,2021-08-30
"2748","PUBLIC SCHOOL DISTRICT","MARMADUKE SCHOOL DIST",13,NA,NA,27,2021-08-30
"2749","PUBLIC SCHOOL DISTRICT","PARKERS CHAPEL SCHOOL DIST",13,NA,NA,21,2021-08-30
"2750","PUBLIC SCHOOL DISTRICT","ROSE BUD SCHOOL DIST",13,NA,NA,23,2021-08-30
"2751","PUBLIC SCHOOL DISTRICT","SEARCY COUNTY SCHOOL DIST",13,NA,NA,25,2021-08-30
"2752","PUBLIC SCHOOL DISTRICT","CENTERPOINT SCHOOL DIST",12,NA,NA,14,2021-08-30
"2753","PUBLIC SCHOOL DISTRICT","COUNTY LINE SCHOOL DIST",12,NA,NA,18,2021-08-30
"2754","PUBLIC SCHOOL DISTRICT","PINE BLUFF SCHOOL DIST",12,NA,NA,30,2021-08-30
"2755","PUBLIC SCHOOL DISTRICT","CHARLESTON SCHOOL DIST",11,NA,NA,15,2021-08-30
"2756","PUBLIC SCHOOL DISTRICT","CORNING SCHOOL DIST",11,NA,NA,19,2021-08-30
"2757","PUBLIC SCHOOL DISTRICT","EAST POINSETT CO. SCHOOL DIST",11,NA,NA,14,2021-08-30
"2758","PUBLIC SCHOOL DISTRICT","GENOA CENTRAL SCHOOL DIST",11,NA,NA,17,2021-08-30
"2759","PUBLIC SCHOOL DISTRICT","MANILA SCHOOL DIST",11,NA,NA,16,2021-08-30
"2760","PUBLIC SCHOOL DISTRICT","MOUNTAIN PINE SCHOOL DIST",11,NA,NA,15,2021-08-30
"2761","PUBLIC SCHOOL DISTRICT","PANGBURN SCHOOL DIST",11,NA,NA,23,2021-08-30
"2762","PUBLIC SCHOOL DISTRICT","QUITMAN SCHOOL DIST",11,0,11,13,2021-08-30
"2763","PUBLIC SCHOOL DISTRICT","SPRING HILL SCHOOL DIST",11,NA,NA,24,2021-08-30
"2764","PUBLIC SCHOOL DISTRICT","CROSS COUNTY SCHOOL DIST",10,0,11,17,2021-08-30
"2765","PUBLIC SCHOOL DISTRICT","DEWITT SCHOOL DIST",10,0,13,16,2021-08-30
"2766","PUBLIC SCHOOL DISTRICT","FLIPPIN SCHOOL DIST",10,NA,NA,25,2021-08-30
"2767","PUBLIC SCHOOL DISTRICT","FOUKE SCHOOL DIST",10,5,12,18,2021-08-30
"2768","PUBLIC SCHOOL DISTRICT","HELENA/WEST HELENA SCHOOL DIST",10,NA,NA,16,2021-08-30
"2769","PUBLIC SCHOOL DISTRICT","HIGHLAND SCHOOL DIST",10,NA,NA,35,2021-08-30
"2770","PUBLIC SCHOOL DISTRICT","LAKESIDE SCHOOL DIST(GARLAND)",10,NA,NA,22,2021-08-30
"2771","PUBLIC SCHOOL DISTRICT","MAYFLOWER SCHOOL DIST",10,NA,NA,13,2021-08-30
"2772","PUBLIC SCHOOL DISTRICT","OZARK SCHOOL DIST",10,NA,NA,19,2021-08-30
"2773","PUBLIC SCHOOL DISTRICT","SOUTHSIDE SCHOOL DIST(INDEPENDENCE)",10,NA,NA,17,2021-08-30
"2774","PUBLIC SCHOOL DISTRICT","TEXARKANA SCHOOL DIST",10,NA,NA,21,2021-08-30
"2775","PUBLIC SCHOOL DISTRICT","BAUXITE SCHOOL DIST",9,NA,NA,18,2021-08-30
"2776","PUBLIC SCHOOL DISTRICT","BERGMAN SCHOOL DIST",9,NA,NA,26,2021-08-30
"2777","PUBLIC SCHOOL DISTRICT","CAMDEN FAIRVIEW SCHOOL DIST",9,6,16,31,2021-08-30
"2778","PUBLIC SCHOOL DISTRICT","CARLISLE SCHOOL DIST",9,5,10,22,2021-08-30
"2779","PUBLIC SCHOOL DISTRICT","DUMAS SCHOOL DIST",9,NA,NA,16,2021-08-30
"2780","PUBLIC SCHOOL DISTRICT","EUREKA SPRINGS SCHOOL DIST",9,NA,NA,13,2021-08-30
"2781","PUBLIC SCHOOL DISTRICT","GREENWOOD SCHOOL DIST",9,NA,NA,30,2021-08-30
"2782","PUBLIC SCHOOL DISTRICT","HACKETT SCHOOL DIST",9,0,10,12,2021-08-30
"2783","PUBLIC SCHOOL DISTRICT","HECTOR SCHOOL DIST",9,NA,NA,13,2021-08-30
"2784","PUBLIC SCHOOL DISTRICT","HOXIE SCHOOL DIST",9,0,16,17,2021-08-30
"2785","PUBLIC SCHOOL DISTRICT","LAKESIDE SCHOOL DIST(CHICOT)",9,0,12,16,2021-08-30
"2786","PUBLIC SCHOOL DISTRICT","LAVACA SCHOOL DIST",9,NA,NA,24,2021-08-30
"2787","PUBLIC SCHOOL DISTRICT","LINCOLN SCHOOL DIST",9,NA,NA,17,2021-08-30
"2788","PUBLIC SCHOOL DISTRICT","SALEM SCHOOL DIST",9,NA,NA,17,2021-08-30
"2789","PUBLIC SCHOOL DISTRICT","AUGUSTA SCHOOL DIST",8,NA,NA,11,2021-08-30
"2790","PUBLIC SCHOOL DISTRICT","DREW CENTRAL SCHOOL DIST",8,0,6,11,2021-08-30
"2791","PUBLIC SCHOOL DISTRICT","FOUNTAIN LAKE SCHOOL DIST",8,NA,NA,18,2021-08-30
"2792","PUBLIC SCHOOL DISTRICT","HORATIO SCHOOL DIST",8,NA,NA,19,2021-08-30
"2793","PUBLIC SCHOOL DISTRICT","MAGNET COVE SCHOOL DIST",8,NA,NA,18,2021-08-30
"2794","PUBLIC SCHOOL DISTRICT","WARREN SCHOOL DIST",8,NA,NA,17,2021-08-30
"2795","PUBLIC SCHOOL DISTRICT","WEST FORK SCHOOL DIST",8,NA,NA,10,2021-08-30
"2796","PUBLIC SCHOOL DISTRICT","YELLVILLE",8,NA,NA,12,2021-08-30
"2797","PUBLIC SCHOOL DISTRICT","ARKADELPHIA SCHOOL DIST",7,0,12,13,2021-08-30
"2798","PUBLIC SCHOOL DISTRICT","BUFFALO IS. CENTRAL SCH. DIST",7,NA,NA,15,2021-08-30
"2799","PUBLIC SCHOOL DISTRICT","CAVE CITY SCHOOL DIST",7,NA,NA,18,2021-08-30
"2800","PUBLIC SCHOOL DISTRICT","ELKINS SCHOOL DIST",7,NA,NA,16,2021-08-30
"2801","PUBLIC SCHOOL DISTRICT","GOSNELL SCHOOL DIST",7,5,8,18,2021-08-30
"2802","PUBLIC SCHOOL DISTRICT","GREENLAND SCHOOL DIST",7,NA,NA,14,2021-08-30
"2803","PUBLIC SCHOOL DISTRICT","LONOKE SCHOOL DIST",7,NA,NA,24,2021-08-30
"2804","PUBLIC SCHOOL DISTRICT","RIVERSIDE SCHOOL DIST",7,NA,NA,13,2021-08-30
"2805","PUBLIC SCHOOL DISTRICT","SMACKOVER",7,0,7,10,2021-08-30
"2806","PUBLIC SCHOOL DISTRICT","STAR CITY SCHOOL DIST",7,NA,NA,26,2021-08-30
"2807","PUBLIC SCHOOL DISTRICT","TWO RIVERS SCHOOL DIST",7,NA,NA,12,2021-08-30
"2808","PUBLIC SCHOOL DISTRICT","VALLEY VIEW SCHOOL DIST",7,NA,NA,28,2021-08-30
"2809","PUBLIC SCHOOL DISTRICT","WESTERN YELL CO. SCHOOL DIST",7,NA,NA,10,2021-08-30
"2810","PUBLIC SCHOOL DISTRICT","ACADEMICS PLUS PUBLIC CHARTER SCHOOLS",6,0,25,36,2021-08-30
"2811","PUBLIC SCHOOL DISTRICT","BAY SCHOOL DIST",6,NA,NA,7,2021-08-30
"2812","PUBLIC SCHOOL DISTRICT","CEDARVILLE SCHOOL DIST",6,NA,NA,12,2021-08-30
"2813","PUBLIC SCHOOL DISTRICT","COTTER SCHOOL DIST",6,0,11,13,2021-08-30
"2814","PUBLIC SCHOOL DISTRICT","FOREMAN SCHOOL DIST",6,NA,NA,10,2021-08-30
"2815","PUBLIC SCHOOL DISTRICT","GREEN FOREST SCHOOL DIST",6,NA,NA,10,2021-08-30
"2816","PUBLIC SCHOOL DISTRICT","JESSIEVILLE SCHOOL DIST",6,NA,NA,18,2021-08-30
"2817","PUBLIC SCHOOL DISTRICT","JUNCTION CITY SCHOOL DIST",6,NA,NA,7,2021-08-30
"2818","PUBLIC SCHOOL DISTRICT","MOUNTAINBURG SCHOOL DIST",6,0,8,11,2021-08-30
"2819","PUBLIC SCHOOL DISTRICT","MT. VERNON/ENOLA SCHOOL DIST",6,NA,NA,14,2021-08-30
"2820","PUBLIC SCHOOL DISTRICT","PARIS SCHOOL DIST",6,NA,NA,13,2021-08-30
"2821","PUBLIC SCHOOL DISTRICT","PRESCOTT SCHOOL DIST",6,0,8,9,2021-08-30
"2822","PUBLIC SCHOOL DISTRICT","RIVERVIEW SCHOOL DIST",6,NA,NA,15,2021-08-30
"2823","PUBLIC SCHOOL DISTRICT","ARKANSAS ARTS ACADEMY",5,NA,NA,15,2021-08-30
"2824","PUBLIC SCHOOL DISTRICT","ARMOREL SCHOOL DIST",5,0,9,10,2021-08-30
"2825","PUBLIC SCHOOL DISTRICT","CLEVELAND COUNTY SCHOOL DIST",5,NA,NA,7,2021-08-30
"2826","PUBLIC SCHOOL DISTRICT","CLINTON SCHOOL DIST",5,NA,NA,15,2021-08-30
"2827","PUBLIC SCHOOL DISTRICT","EXALT ACADEMY OF SOUTHWEST LITTLE ROCK",5,0,11,12,2021-08-30
"2828","PUBLIC SCHOOL DISTRICT","LEE COUNTY SCHOOL DIST",5,0,5,5,2021-08-30
"2829","PUBLIC SCHOOL DISTRICT","MARKED TREE SCHOOL DIST",5,NA,NA,12,2021-08-30
"2830","PUBLIC SCHOOL DISTRICT","MIDLAND SCHOOL DIST",5,NA,NA,10,2021-08-30
"2831","PUBLIC SCHOOL DISTRICT","MOUNT IDA SCHOOL DIST",5,5,9,14,2021-08-30
"2832","PUBLIC SCHOOL DISTRICT","NEMO VISTA SCHOOL DIST",5,NA,NA,6,2021-08-30
"2833","PUBLIC SCHOOL DISTRICT","OUACHITA SCHOOL DIST",5,NA,NA,13,2021-08-30
"2834","PUBLIC SCHOOL DISTRICT","OZARK MOUNTAIN SCHOOL DIST",5,NA,NA,14,2021-08-30
"2835","PUBLIC SCHOOL DISTRICT","RECTOR SCHOOL DIST",5,NA,NA,11,2021-08-30
"2836","PUBLIC SCHOOL DISTRICT","VIOLA SCHOOL DIST",5,0,6,6,2021-08-30
"2837","PUBLIC SCHOOL DISTRICT","WESTSIDE SCHOOL DIST (JOHNSON)",5,NA,NA,10,2021-08-30
"2838","PUBLIC SCHOOL DISTRICT","TOTAL",3684,879,5190,7299,2021-08-30
"2839","PUBLIC SCHOOL DISTRICT","NUMBER OF SCHOOLS LISTED: 186",NA,NA,NA,NA,2021-08-30
"2840","PRIVATE SCHOOL","ST. JOSEPH CATHOLIC SCHOOL, CONWAY",19,NA,NA,28,2021-08-30
"2841","PRIVATE SCHOOL","LITTLE ROCK CHRISTIAN ACADEMY, LITTLE ROCK",7,NA,NA,19,2021-08-30
"2842","PRIVATE SCHOOL","ST. THERESA CATHOLIC SCHOOL, LITTLE ROCK",5,NA,NA,5,2021-08-30
"2843","PRIVATE SCHOOL","TOTAL",31,NA,NA,52,2021-08-30
"2844","COLLEGE/UNIVERSITY","U OF A, FAYETTEVILLE",135,39,86,225,2021-08-30
"2845","COLLEGE/UNIVERSITY","UNIVERSITY OF CENTRAL ARKANSAS, CONWAY",44,16,48,110,2021-08-30
"2846","COLLEGE/UNIVERSITY","U OF A, PINE BLUFF",27,7,23,42,2021-08-30
"2847","COLLEGE/UNIVERSITY","U OF A FOR MEDICAL SCIENCES, LITTLE ROCK",19,13,5,71,2021-08-30
"2848","COLLEGE/UNIVERSITY","SOUTHERN ARKANSAS UNIVERSITY, MAGNOLIA",17,5,24,37,2021-08-30
"2849","COLLEGE/UNIVERSITY","NORTHWEST ARKANSAS COMMUNITY COLLEGE, BENTONVILLE",14,NA,NA,36,2021-08-30
"2850","COLLEGE/UNIVERSITY","HARDING UNIVERSITY, SEARCY",13,NA,NA,18,2021-08-30
"2851","COLLEGE/UNIVERSITY","HENDERSON STATE UNIVERSITY, ARKADELPHIA",12,5,13,29,2021-08-30
"2852","COLLEGE/UNIVERSITY","NATIONAL PARK COLLEGE, HOT SPRINGS",12,NA,NA,24,2021-08-30
"2853","COLLEGE/UNIVERSITY","U OF A, FORT SMITH",12,6,16,33,2021-08-30
"2854","COLLEGE/UNIVERSITY","ARKANSAS TECH UNIVERSITY, RUSSELLVILLE",11,NA,NA,39,2021-08-30
"2855","COLLEGE/UNIVERSITY","ARKANSAS STATE UNIVERSITY, JONESBORO",10,5,21,26,2021-08-30
"2856","COLLEGE/UNIVERSITY","ASU THREE RIVERS, MALVERN",9,NA,NA,12,2021-08-30
"2857","COLLEGE/UNIVERSITY","UACC AT MORRILTON",8,NA,NA,15,2021-08-30
"2858","COLLEGE/UNIVERSITY","CENTRAL BAPTIST COLLEGE, CONWAY",7,0,5,8,2021-08-30
"2859","COLLEGE/UNIVERSITY","U OF A, MONTICELLO",7,NA,NA,17,2021-08-30
"2860","COLLEGE/UNIVERSITY","UACC AT HOPE-TEXARKANA, HOPE",7,NA,NA,10,2021-08-30
"2861","COLLEGE/UNIVERSITY","ASU - NEWPORT, JONESBORO",6,NA,NA,13,2021-08-30
"2862","COLLEGE/UNIVERSITY","LYON COLLEGE, BATESVILLE",6,NA,NA,23,2021-08-30
"2863","COLLEGE/UNIVERSITY","OUACHITA BAPTIST UNIVERSITY, ARKADELPHIA",6,NA,NA,7,2021-08-30
"2864","COLLEGE/UNIVERSITY","SOUTH ARKANSAS COMMUNITY COLLEGE, EL DORADO",6,NA,NA,12,2021-08-30
"2865","COLLEGE/UNIVERSITY","U OF A, LITTLE ROCK",6,6,5,23,2021-08-30
"2866","COLLEGE/UNIVERSITY","U OF A PULASKI TECHNICAL COLLEGE, N. LITTLE ROCK",6,NA,NA,22,2021-08-30
"2867","COLLEGE/UNIVERSITY","JOHN BROWN UNIVERSITY, SILOAM SPRINGS",5,8,6,20,2021-08-30
"2868","COLLEGE/UNIVERSITY","TOTAL",405,132,376,872,2021-08-30
"2869","COLLEGE/UNIVERSITY","NUMBER OF SCHOOLS LISTED: 24",NA,NA,NA,NA,2021-08-30
"2870","PUBLIC SCHOOL DISTRICT","BENTONVILLE SCHOOL DIST",125,29,170,248,2021-08-26
"2871","PUBLIC SCHOOL DISTRICT","SPRINGDALE SCHOOL DIST",124,30,174,240,2021-08-26
"2872","PUBLIC SCHOOL DISTRICT","ROGERS SCHOOL DIST",114,31,122,203,2021-08-26
"2873","PUBLIC SCHOOL DISTRICT","CABOT SCHOOL DIST",107,13,119,191,2021-08-26
"2874","PUBLIC SCHOOL DISTRICT","FORT SMITH SCHOOL DIST",104,44,122,199,2021-08-26
"2875","PUBLIC SCHOOL DISTRICT","LITTLE ROCK SCHOOL DIST",75,17,113,159,2021-08-26
"2876","PUBLIC SCHOOL DISTRICT","JONESBORO SCHOOL DIST",60,8,75,94,2021-08-26
"2877","PUBLIC SCHOOL DISTRICT","CONWAY SCHOOL DIST",56,11,76,103,2021-08-26
"2878","PUBLIC SCHOOL DISTRICT","PARAGOULD SCHOOL DIST",55,7,53,88,2021-08-26
"2879","PUBLIC SCHOOL DISTRICT","MARION SCHOOL DIST",54,14,119,184,2021-08-26
"2880","PUBLIC SCHOOL DISTRICT","VAN BUREN SCHOOL DIST",43,11,41,62,2021-08-26
"2881","PUBLIC SCHOOL DISTRICT","BRYANT SCHOOL DIST",41,11,62,96,2021-08-26
"2882","PUBLIC SCHOOL DISTRICT","NETTLETON SCHOOL DIST",38,7,39,63,2021-08-26
"2883","PUBLIC SCHOOL DISTRICT","PULASKI COUNTY SPECIAL SCHOOL DIST",36,13,58,89,2021-08-26
"2884","PUBLIC SCHOOL DISTRICT","GREENE COUNTY TECH SCHOOL DIST",35,13,45,69,2021-08-26
"2885","PUBLIC SCHOOL DISTRICT","HEBER SPRINGS SCHOOL DIST",34,NA,NA,40,2021-08-26
"2886","PUBLIC SCHOOL DISTRICT","WEST MEMPHIS SCHOOL DIST",34,7,42,60,2021-08-26
"2887","PUBLIC SCHOOL DISTRICT","BATESVILLE SCHOOL DIST",31,7,44,54,2021-08-26
"2888","PUBLIC SCHOOL DISTRICT","BROOKLAND SCHOOL DIST",31,NA,NA,48,2021-08-26
"2889","PUBLIC SCHOOL DISTRICT","MOUNTAIN HOME SCHOOL DIST",30,14,55,78,2021-08-26
"2890","PUBLIC SCHOOL DISTRICT","DEQUEEN SCHOOL DIST",29,NA,NA,37,2021-08-26
"2891","PUBLIC SCHOOL DISTRICT","HAMBURG SCHOOL DIST",29,NA,NA,37,2021-08-26
"2892","PUBLIC SCHOOL DISTRICT","SEARCY SCHOOL DIST",29,11,86,107,2021-08-26
"2893","PUBLIC SCHOOL DISTRICT","NASHVILLE SCHOOL DIST",28,0,37,40,2021-08-26
"2894","PUBLIC SCHOOL DISTRICT","JACKSONVILLE NORTH PULASKI SCHOOL DIST",27,NA,NA,44,2021-08-26
"2895","PUBLIC SCHOOL DISTRICT","NORTH LITTLE ROCK SCHOOL DIST",27,10,46,68,2021-08-26
"2896","PUBLIC SCHOOL DISTRICT","GRAVETTE SCHOOL DIST",26,5,22,33,2021-08-26
"2897","PUBLIC SCHOOL DISTRICT","ALMA SCHOOL DIST",24,0,21,30,2021-08-26
"2898","PUBLIC SCHOOL DISTRICT","FARMINGTON SCHOOL DIST",24,NA,NA,45,2021-08-26
"2899","PUBLIC SCHOOL DISTRICT","WYNNE SCHOOL DIST",24,12,26,48,2021-08-26
"2900","PUBLIC SCHOOL DISTRICT","CLARKSVILLE SCHOOL DIST",23,6,29,42,2021-08-26
"2901","PUBLIC SCHOOL DISTRICT","FAYETTEVILLE SCHOOL DIST",23,12,66,79,2021-08-26
"2902","PUBLIC SCHOOL DISTRICT","HARRISBURG SCHOOL DIST",23,8,17,37,2021-08-26
"2903","PUBLIC SCHOOL DISTRICT","RUSSELLVILLE SCHOOL DIST",23,14,39,59,2021-08-26
"2904","PUBLIC SCHOOL DISTRICT","EMERSON",22,NA,NA,24,2021-08-26
"2905","PUBLIC SCHOOL DISTRICT","ESTEM PUBLIC CHARTER SCHOOL DIST",22,9,40,52,2021-08-26
"2906","PUBLIC SCHOOL DISTRICT","HUNTSVILLE SCHOOL DIST",22,NA,NA,35,2021-08-26
"2907","PUBLIC SCHOOL DISTRICT","LAKE HAMILTON SCHOOL DIST",22,8,58,70,2021-08-26
"2908","PUBLIC SCHOOL DISTRICT","SHERIDAN SCHOOL DIST",21,12,39,57,2021-08-26
"2909","PUBLIC SCHOOL DISTRICT","VILONIA SCHOOL DIST",21,7,27,47,2021-08-26
"2910","PUBLIC SCHOOL DISTRICT","CADDO HILLS SCHOOL DIST",20,6,25,31,2021-08-26
"2911","PUBLIC SCHOOL DISTRICT","PEA RIDGE SCHOOL DIST",20,9,26,37,2021-08-26
"2912","PUBLIC SCHOOL DISTRICT","ASHDOWN SCHOOL DIST",19,NA,NA,37,2021-08-26
"2913","PUBLIC SCHOOL DISTRICT","BOONEVILLE SCHOOL DIST",19,NA,NA,34,2021-08-26
"2914","PUBLIC SCHOOL DISTRICT","DOVER SCHOOL DIST",19,NA,NA,25,2021-08-26
"2915","PUBLIC SCHOOL DISTRICT","LAMAR SCHOOL DIST",18,6,24,36,2021-08-26
"2916","PUBLIC SCHOOL DISTRICT","MAGNOLIA SCHOOL DIST",18,NA,NA,43,2021-08-26
"2917","PUBLIC SCHOOL DISTRICT","NEWPORT SCHOOL DIST",18,NA,NA,23,2021-08-26
"2918","PUBLIC SCHOOL DISTRICT","SILOAM SPRINGS SCHOOL DIST",18,0,28,34,2021-08-26
"2919","PUBLIC SCHOOL DISTRICT","STUTTGART SCHOOL DIST",18,6,17,34,2021-08-26
"2920","PUBLIC SCHOOL DISTRICT","BENTON SCHOOL DIST",17,5,32,52,2021-08-26
"2921","PUBLIC SCHOOL DISTRICT","FLIPPIN SCHOOL DIST",17,NA,NA,24,2021-08-26
"2922","PUBLIC SCHOOL DISTRICT","TRUMANN SCHOOL DIST",17,NA,NA,27,2021-08-26
"2923","PUBLIC SCHOOL DISTRICT","WESTSIDE CONS. SCH DIST(CRAIGHEAD)",17,NA,NA,23,2021-08-26
"2924","PUBLIC SCHOOL DISTRICT","WHITE CO. CENTRAL SCHOOL DIST",17,NA,NA,20,2021-08-26
"2925","PUBLIC SCHOOL DISTRICT","LISA ACADEMY",16,NA,NA,40,2021-08-26
"2926","PUBLIC SCHOOL DISTRICT","SOUTH PIKE COUNTY SCHOOL DIST",16,NA,NA,20,2021-08-26
"2927","PUBLIC SCHOOL DISTRICT","BEEBE SCHOOL DIST",15,NA,NA,28,2021-08-26
"2928","PUBLIC SCHOOL DISTRICT","BERRYVILLE SCHOOL DIST",15,10,22,38,2021-08-26
"2929","PUBLIC SCHOOL DISTRICT","BLYTHEVILLE SCHOOL DIST",15,NA,NA,21,2021-08-26
"2930","PUBLIC SCHOOL DISTRICT","GREENBRIER SCHOOL DIST",15,6,28,35,2021-08-26
"2931","PUBLIC SCHOOL DISTRICT","GUY",15,0,13,15,2021-08-26
"2932","PUBLIC SCHOOL DISTRICT","POCAHONTAS SCHOOL DIST",15,9,11,26,2021-08-26
"2933","PUBLIC SCHOOL DISTRICT","PRAIRIE GROVE SCHOOL DIST",15,6,27,38,2021-08-26
"2934","PUBLIC SCHOOL DISTRICT","COSSATOT RIVER SCHOOL DIST",14,6,15,24,2021-08-26
"2935","PUBLIC SCHOOL DISTRICT","CROSSETT SCHOOL DIST",14,NA,NA,25,2021-08-26
"2936","PUBLIC SCHOOL DISTRICT","MALVERN SCHOOL DIST",14,6,36,45,2021-08-26
"2937","PUBLIC SCHOOL DISTRICT","MANSFIELD SCHOOL DIST",14,NA,NA,20,2021-08-26
"2938","PUBLIC SCHOOL DISTRICT","MARMADUKE SCHOOL DIST",14,NA,NA,22,2021-08-26
"2939","PUBLIC SCHOOL DISTRICT","MENA SCHOOL DIST",14,NA,NA,31,2021-08-26
"2940","PUBLIC SCHOOL DISTRICT","MONTICELLO SCHOOL DIST",14,5,13,23,2021-08-26
"2941","PUBLIC SCHOOL DISTRICT","NEVADA SCHOOL DIST",14,0,15,16,2021-08-26
"2942","PUBLIC SCHOOL DISTRICT","ROSE BUD SCHOOL DIST",14,NA,NA,20,2021-08-26
"2943","PUBLIC SCHOOL DISTRICT","SPRING HILL SCHOOL DIST",14,NA,NA,22,2021-08-26
"2944","PUBLIC SCHOOL DISTRICT","WHITE HALL SCHOOL DIST",14,7,19,33,2021-08-26
"2945","PUBLIC SCHOOL DISTRICT","FORREST CITY SCHOOL DIST",13,NA,NA,18,2021-08-26
"2946","PUBLIC SCHOOL DISTRICT","GENTRY SCHOOL DIST",13,NA,NA,29,2021-08-26
"2947","PUBLIC SCHOOL DISTRICT","HOT SPRINGS SCHOOL DIST",13,5,16,21,2021-08-26
"2948","PUBLIC SCHOOL DISTRICT","GENOA CENTRAL SCHOOL DIST",12,NA,NA,16,2021-08-26
"2949","PUBLIC SCHOOL DISTRICT","MINERAL SPRINGS SCHOOL DIST",12,NA,NA,14,2021-08-26
"2950","PUBLIC SCHOOL DISTRICT","PANGBURN SCHOOL DIST",12,NA,NA,20,2021-08-26
"2951","PUBLIC SCHOOL DISTRICT","BALD KNOB SCHOOL DIST",11,0,15,17,2021-08-26
"2952","PUBLIC SCHOOL DISTRICT","COUNTY LINE SCHOOL DIST",11,NA,NA,18,2021-08-26
"2953","PUBLIC SCHOOL DISTRICT","GREENWOOD SCHOOL DIST",11,NA,NA,27,2021-08-26
"2954","PUBLIC SCHOOL DISTRICT","HAZEN SCHOOL DIST",11,NA,NA,13,2021-08-26
